Color,Size,Fluo,Clarity,Cut,Polish,Symmetry,Discount
M,2.01-2.09,Strong,SI1,VG,GD,VG,-4.5
D,2.01-2.09,Strong,SI2,VG,GD,VG,-4.5
E,2.01-2.09,Strong,SI2,VG,GD,VG,-4.5
F,2.01-2.09,Strong,SI2,VG,GD,VG,-4.0
G,2.01-2.09,Strong,SI2,VG,GD,VG,-3.5
H,2.01-2.09,Strong,SI2,VG,GD,VG,-3.5
I,2.01-2.09,Strong,SI2,VG,GD,VG,-3.5
J,2.01-2.09,Strong,SI2,VG,GD,VG,-5.5
K,2.01-2.09,Strong,SI2,VG,GD,VG,-5.5
L,2.01-2.09,Strong,SI2,VG,GD,VG,-4.5
M,2.01-2.09,Strong,SI2,VG,GD,VG,-4.5
D,2.01-2.09,Strong,I1,VG,GD,VG,-4.0
E,2.01-2.09,Strong,I1,VG,GD,VG,-4.5
F,2.01-2.09,Strong,I1,VG,GD,VG,-4.5
G,2.01-2.09,Strong,I1,VG,GD,VG,-3.0
H,2.01-2.09,Strong,I1,VG,GD,VG,-4.0
I,2.01-2.09,Strong,I1,VG,GD,VG,-4.5
J,2.01-2.09,Strong,I1,VG,GD,VG,-5.0
K,2.01-2.09,Strong,I1,VG,GD,VG,-4.0
L,2.01-2.09,Strong,I1,VG,GD,VG,-5.0
M,2.01-2.09,Strong,I1,VG,GD,VG,-4.5
D,1.01-1.09,Very Strong,IF,EX,GD,VG,-6.5
E,1.01-1.09,Very Strong,IF,EX,GD,VG,-6.5
F,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
G,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
H,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
I,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
J,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
K,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
L,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
M,1.01-1.09,Very Strong,IF,EX,GD,VG,-7.0
D,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
E,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
F,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
G,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
H,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
I,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-6.5
J,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
K,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
L,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
M,1.01-1.09,Very Strong,VVS1,EX,GD,VG,-7.0
D,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-7.0
E,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-7.0
F,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-6.5
G,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-6.5
H,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-7.0
I,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-6.0
J,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-7.0
K,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-7.0
L,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-7.0
M,1.01-1.09,Very Strong,VVS2,EX,GD,VG,-7.0
D,1.01-1.09,Very Strong,VS1,EX,GD,VG,-6.0
E,1.01-1.09,Very Strong,VS1,EX,GD,VG,-6.0
F,1.01-1.09,Very Strong,VS1,EX,GD,VG,-6.5
G,1.01-1.09,Very Strong,VS1,EX,GD,VG,-5.0
H,1.01-1.09,Very Strong,VS1,EX,GD,VG,-6.0
I,1.01-1.09,Very Strong,VS1,EX,GD,VG,-6.5
J,1.01-1.09,Very Strong,VS1,EX,GD,VG,-7.0
K,1.01-1.09,Very Strong,VS1,EX,GD,VG,-7.0
L,1.01-1.09,Very Strong,VS1,EX,GD,VG,-7.0
M,1.01-1.09,Very Strong,VS1,EX,GD,VG,-6.5
D,1.01-1.09,Very Strong,VS2,EX,GD,VG,-6.0
E,1.01-1.09,Very Strong,VS2,EX,GD,VG,-6.5
F,1.01-1.09,Very Strong,VS2,EX,GD,VG,-6.5
G,1.01-1.09,Very Strong,VS2,EX,GD,VG,-6.5
H,1.01-1.09,Very Strong,VS2,EX,GD,VG,-5.5
I,1.01-1.09,Very Strong,VS2,EX,GD,VG,-6.5
J,1.01-1.09,Very Strong,VS2,EX,GD,VG,-7.0
K,1.01-1.09,Very Strong,VS2,EX,GD,VG,-7.0
L,1.01-1.09,Very Strong,VS2,EX,GD,VG,-7.0
M,1.01-1.09,Very Strong,VS2,EX,GD,VG,-7.0
D,1.01-1.09,Very Strong,SI1,EX,GD,VG,-6.0
E,1.01-1.09,Very Strong,SI1,EX,GD,VG,-6.0
F,1.01-1.09,Very Strong,SI1,EX,GD,VG,-5.5
G,1.01-1.09,Very Strong,SI1,EX,GD,VG,-5.0
H,1.01-1.09,Very Strong,SI1,EX,GD,VG,-5.0
I,1.01-1.09,Very Strong,SI1,EX,GD,VG,-6.5
J,1.01-1.09,Very Strong,SI1,EX,GD,VG,-5.0
K,1.01-1.09,Very Strong,SI1,EX,GD,VG,-7.0
L,1.01-1.09,Very Strong,SI1,EX,GD,VG,-6.0
M,1.01-1.09,Very Strong,SI1,EX,GD,VG,-6.5
D,1.01-1.09,Very Strong,SI2,EX,GD,VG,-6.0
E,1.01-1.09,Very Strong,SI2,EX,GD,VG,-6.0
F,1.01-1.09,Very Strong,SI2,EX,GD,VG,-6.0
G,1.01-1.09,Very Strong,SI2,EX,GD,VG,-5.0
H,1.01-1.09,Very Strong,SI2,EX,GD,VG,-4.5
I,1.01-1.09,Very Strong,SI2,EX,GD,VG,-5.5
J,1.01-1.09,Very Strong,SI2,EX,GD,VG,-6.0
K,1.01-1.09,Very Strong,SI2,EX,GD,VG,-7.0
L,1.01-1.09,Very Strong,SI2,EX,GD,VG,-6.0
M,1.01-1.09,Very Strong,SI2,EX,GD,VG,-4.5
D,1.01-1.09,Very Strong,I1,EX,GD,VG,-6.0
E,1.01-1.09,Very Strong,I1,EX,GD,VG,-4.5
F,1.01-1.09,Very Strong,I1,EX,GD,VG,-4.5
G,1.01-1.09,Very Strong,I1,EX,GD,VG,-4.5
H,1.01-1.09,Very Strong,I1,EX,GD,VG,-3.0
I,1.01-1.09,Very Strong,I1,EX,GD,VG,-2.0
J,1.01-1.09,Very Strong,I1,EX,GD,VG,-3.5
K,1.01-1.09,Very Strong,I1,EX,GD,VG,-5.0
L,1.01-1.09,Very Strong,I1,EX,GD,VG,-5.0
M,1.01-1.09,Very Strong,I1,EX,GD,VG,-5.0
D,1.50-1.69,Very Strong,IF,EX,GD,VG,-6.0
E,1.50-1.69,Very Strong,IF,EX,GD,VG,-6.5
F,1.50-1.69,Very Strong,IF,EX,GD,VG,-7.0
G,1.50-1.69,Very Strong,IF,EX,GD,VG,-7.0
H,1.50-1.69,Very Strong,IF,EX,GD,VG,-7.0
I,1.50-1.69,Very Strong,IF,EX,GD,VG,-7.0
J,1.50-1.69,Very Strong,IF,EX,GD,VG,-5.0
K,1.50-1.69,Very Strong,IF,EX,GD,VG,-4.0
L,1.50-1.69,Very Strong,IF,EX,GD,VG,-6.0
M,1.50-1.69,Very Strong,IF,EX,GD,VG,-5.0
D,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-5.5
E,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-5.5
F,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-7.0
G,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-7.0
H,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-7.0
I,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-6.0
J,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-6.5
K,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-6.0
L,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-6.0
M,1.50-1.69,Very Strong,VVS1,EX,GD,VG,-5.0
D,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-5.0
E,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-5.0
F,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-7.0
G,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-7.0
H,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-7.0
I,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-7.0
J,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-7.0
K,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-6.0
L,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-7.0
M,1.50-1.69,Very Strong,VVS2,EX,GD,VG,-4.0
D,1.50-1.69,Very Strong,VS1,EX,GD,VG,-6.5
E,1.50-1.69,Very Strong,VS1,EX,GD,VG,-4.0
F,1.50-1.69,Very Strong,VS1,EX,GD,VG,-7.0
G,1.50-1.69,Very Strong,VS1,EX,GD,VG,-7.0
H,1.50-1.69,Very Strong,VS1,EX,GD,VG,-7.0
I,1.50-1.69,Very Strong,VS1,EX,GD,VG,-7.0
J,1.50-1.69,Very Strong,VS1,EX,GD,VG,-7.0
K,1.50-1.69,Very Strong,VS1,EX,GD,VG,-6.0
L,1.50-1.69,Very Strong,VS1,EX,GD,VG,-7.0
M,1.50-1.69,Very Strong,VS1,EX,GD,VG,-5.0
D,1.50-1.69,Very Strong,VS2,EX,GD,VG,-6.0
E,1.50-1.69,Very Strong,VS2,EX,GD,VG,-5.0
F,1.50-1.69,Very Strong,VS2,EX,GD,VG,-7.0
G,1.50-1.69,Very Strong,VS2,EX,GD,VG,-7.0
H,1.50-1.69,Very Strong,VS2,EX,GD,VG,-7.0
I,1.50-1.69,Very Strong,VS2,EX,GD,VG,-7.0
J,1.50-1.69,Very Strong,VS2,EX,GD,VG,-7.0
K,1.50-1.69,Very Strong,VS2,EX,GD,VG,-6.5
L,1.50-1.69,Very Strong,VS2,EX,GD,VG,-7.0
M,1.50-1.69,Very Strong,VS2,EX,GD,VG,-5.0
D,1.50-1.69,Very Strong,SI1,EX,GD,VG,-5.0
E,1.50-1.69,Very Strong,SI1,EX,GD,VG,-6.0
F,1.50-1.69,Very Strong,SI1,EX,GD,VG,-6.5
G,1.50-1.69,Very Strong,SI1,EX,GD,VG,-7.0
H,1.50-1.69,Very Strong,SI1,EX,GD,VG,-7.0
I,1.50-1.69,Very Strong,SI1,EX,GD,VG,-7.0
J,1.50-1.69,Very Strong,SI1,EX,GD,VG,-6.5
K,1.50-1.69,Very Strong,SI1,EX,GD,VG,-6.0
L,1.50-1.69,Very Strong,SI1,EX,GD,VG,-7.0
M,1.50-1.69,Very Strong,SI1,EX,GD,VG,-4.5
D,1.50-1.69,Very Strong,SI2,EX,GD,VG,-7.0
E,1.50-1.69,Very Strong,SI2,EX,GD,VG,-6.0
F,1.50-1.69,Very Strong,SI2,EX,GD,VG,-5.0
G,1.50-1.69,Very Strong,SI2,EX,GD,VG,-5.0
H,1.50-1.69,Very Strong,SI2,EX,GD,VG,-4.0
I,1.50-1.69,Very Strong,SI2,EX,GD,VG,-6.0
J,1.50-1.69,Very Strong,SI2,EX,GD,VG,-6.5
K,1.50-1.69,Very Strong,SI2,EX,GD,VG,-5.5
L,1.50-1.69,Very Strong,SI2,EX,GD,VG,-5.0
M,1.50-1.69,Very Strong,SI2,EX,GD,VG,-5.5
D,1.50-1.69,Very Strong,I1,EX,GD,VG,-7.0
E,1.50-1.69,Very Strong,I1,EX,GD,VG,-6.5
F,1.50-1.69,Very Strong,I1,EX,GD,VG,-4.5
G,1.50-1.69,Very Strong,I1,EX,GD,VG,-5.5
H,1.50-1.69,Very Strong,I1,EX,GD,VG,-5.0
I,1.50-1.69,Very Strong,I1,EX,GD,VG,-3.0
J,1.50-1.69,Very Strong,I1,EX,GD,VG,-5.5
K,1.50-1.69,Very Strong,I1,EX,GD,VG,-6.5
L,1.50-1.69,Very Strong,I1,EX,GD,VG,-6.5
M,1.50-1.69,Very Strong,I1,EX,GD,VG,-5.5
D,2.01-2.09,Very Strong,IF,EX,GD,VG,-3.5
E,2.01-2.09,Very Strong,IF,EX,GD,VG,-6.5
F,2.01-2.09,Very Strong,IF,EX,GD,VG,-6.5
G,2.01-2.09,Very Strong,IF,EX,GD,VG,-5.0
H,2.01-2.09,Very Strong,IF,EX,GD,VG,-7.0
I,2.01-2.09,Very Strong,IF,EX,GD,VG,-6.5
J,2.01-2.09,Very Strong,IF,EX,GD,VG,-6.5
K,2.01-2.09,Very Strong,IF,EX,GD,VG,-7.0
L,2.01-2.09,Very Strong,IF,EX,GD,VG,-6.5
M,2.01-2.09,Very Strong,IF,EX,GD,VG,-6.5
D,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-4.0
E,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-6.0
F,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-5.5
G,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-5.5
H,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-7.0
I,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-6.0
J,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-7.0
K,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-7.0
L,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-7.0
M,2.01-2.09,Very Strong,VVS1,EX,GD,VG,-6.5
D,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-5.0
E,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-6.0
F,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-5.5
G,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-5.0
H,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-6.5
I,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-6.0
J,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-6.0
K,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-7.0
L,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-7.0
M,2.01-2.09,Very Strong,VVS2,EX,GD,VG,-6.0
D,2.01-2.09,Very Strong,VS1,EX,GD,VG,-5.5
E,2.01-2.09,Very Strong,VS1,EX,GD,VG,-6.5
F,2.01-2.09,Very Strong,VS1,EX,GD,VG,-6.0
G,2.01-2.09,Very Strong,VS1,EX,GD,VG,-6.5
H,2.01-2.09,Very Strong,VS1,EX,GD,VG,-7.0
I,2.01-2.09,Very Strong,VS1,EX,GD,VG,-6.0
J,2.01-2.09,Very Strong,VS1,EX,GD,VG,-6.0
K,2.01-2.09,Very Strong,VS1,EX,GD,VG,-7.0
L,2.01-2.09,Very Strong,VS1,EX,GD,VG,-7.0
M,2.01-2.09,Very Strong,VS1,EX,GD,VG,-6.5
D,2.01-2.09,Very Strong,VS2,EX,GD,VG,-5.5
E,2.01-2.09,Very Strong,VS2,EX,GD,VG,-6.5
F,2.01-2.09,Very Strong,VS2,EX,GD,VG,-6.5
G,2.01-2.09,Very Strong,VS2,EX,GD,VG,-7.0
H,2.01-2.09,Very Strong,VS2,EX,GD,VG,-4.5
I,2.01-2.09,Very Strong,VS2,EX,GD,VG,-6.5
J,2.01-2.09,Very Strong,VS2,EX,GD,VG,-7.0
K,2.01-2.09,Very Strong,VS2,EX,GD,VG,-7.0
L,2.01-2.09,Very Strong,VS2,EX,GD,VG,-7.0
M,2.01-2.09,Very Strong,VS2,EX,GD,VG,-6.5
D,2.01-2.09,Very Strong,SI1,EX,GD,VG,-6.0
E,2.01-2.09,Very Strong,SI1,EX,GD,VG,-6.5
F,2.01-2.09,Very Strong,SI1,EX,GD,VG,-7.0
G,2.01-2.09,Very Strong,SI1,EX,GD,VG,-6.5
H,2.01-2.09,Very Strong,SI1,EX,GD,VG,-6.0
I,2.01-2.09,Very Strong,SI1,EX,GD,VG,-6.0
J,2.01-2.09,Very Strong,SI1,EX,GD,VG,-7.0
K,2.01-2.09,Very Strong,SI1,EX,GD,VG,-7.0
L,2.01-2.09,Very Strong,SI1,EX,GD,VG,-7.0
M,2.01-2.09,Very Strong,SI1,EX,GD,VG,-6.5
D,2.01-2.09,Very Strong,SI2,EX,GD,VG,-7.0
E,2.01-2.09,Very Strong,SI2,EX,GD,VG,-7.0
F,2.01-2.09,Very Strong,SI2,EX,GD,VG,-6.5
G,2.01-2.09,Very Strong,SI2,EX,GD,VG,-6.5
H,2.01-2.09,Very Strong,SI2,EX,GD,VG,-7.0
I,2.01-2.09,Very Strong,SI2,EX,GD,VG,-7.0
J,2.01-2.09,Very Strong,SI2,EX,GD,VG,-7.0
K,2.01-2.09,Very Strong,SI2,EX,GD,VG,-7.0
L,2.01-2.09,Very Strong,SI2,EX,GD,VG,-6.5
M,2.01-2.09,Very Strong,SI2,EX,GD,VG,-5.5
D,2.01-2.09,Very Strong,I1,EX,GD,VG,-5.0
E,2.01-2.09,Very Strong,I1,EX,GD,VG,-7.0
F,2.01-2.09,Very Strong,I1,EX,GD,VG,-6.5
G,2.01-2.09,Very Strong,I1,EX,GD,VG,-4.5
H,2.01-2.09,Very Strong,I1,EX,GD,VG,-5.5
I,2.01-2.09,Very Strong,I1,EX,GD,VG,-6.0
J,2.01-2.09,Very Strong,I1,EX,GD,VG,-7.0
K,2.01-2.09,Very Strong,I1,EX,GD,VG,-6.0
L,2.01-2.09,Very Strong,I1,EX,GD,VG,-6.5
M,2.01-2.09,Very Strong,I1,EX,GD,VG,-7.0
D,1.01-1.09,Very Strong,IF,VG,GD,VG,-4.0
E,1.01-1.09,Very Strong,IF,VG,GD,VG,-5.0
F,1.01-1.09,Very Strong,IF,VG,GD,VG,-5.0
G,1.01-1.09,Very Strong,IF,VG,GD,VG,-4.0
H,1.01-1.09,Very Strong,IF,VG,GD,VG,-6.0
I,1.01-1.09,Very Strong,IF,VG,GD,VG,-6.0
J,1.01-1.09,Very Strong,IF,VG,GD,VG,-7.0
K,1.01-1.09,Very Strong,IF,VG,GD,VG,-7.0
L,1.01-1.09,Very Strong,IF,VG,GD,VG,-6.0
M,1.01-1.09,Very Strong,IF,VG,GD,VG,-5.5
D,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-5.0
E,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-6.0
F,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-5.0
G,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-4.0
H,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-4.0
I,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-4.5
J,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-6.0
K,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-6.5
L,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-6.0
M,1.01-1.09,Very Strong,VVS1,VG,GD,VG,-6.0
D,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-5.0
E,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-5.0
F,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-4.5
G,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-4.0
H,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-4.0
I,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-4.0
J,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-7.0
K,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-7.0
L,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-6.0
M,1.01-1.09,Very Strong,VVS2,VG,GD,VG,-6.0
D,1.01-1.09,Very Strong,VS1,VG,GD,VG,-4.0
E,1.01-1.09,Very Strong,VS1,VG,GD,VG,-4.0
F,1.01-1.09,Very Strong,VS1,VG,GD,VG,-4.0
G,1.01-1.09,Very Strong,VS1,VG,GD,VG,-3.5
H,1.01-1.09,Very Strong,VS1,VG,GD,VG,-3.0
I,1.01-1.09,Very Strong,VS1,VG,GD,VG,-3.5
J,1.01-1.09,Very Strong,VS1,VG,GD,VG,-6.0
K,1.01-1.09,Very Strong,VS1,VG,GD,VG,-6.0
L,1.01-1.09,Very Strong,VS1,VG,GD,VG,-6.0
M,1.01-1.09,Very Strong,VS1,VG,GD,VG,-5.5
D,1.01-1.09,Very Strong,VS2,VG,GD,VG,-4.0
E,1.01-1.09,Very Strong,VS2,VG,GD,VG,-3.5
F,1.01-1.09,Very Strong,VS2,VG,GD,VG,-2.5
G,1.01-1.09,Very Strong,VS2,VG,GD,VG,-2.5
H,1.01-1.09,Very Strong,VS2,VG,GD,VG,-3.0
I,1.01-1.09,Very Strong,VS2,VG,GD,VG,-4.5
J,1.01-1.09,Very Strong,VS2,VG,GD,VG,-6.0
K,1.01-1.09,Very Strong,VS2,VG,GD,VG,-5.5
L,1.01-1.09,Very Strong,VS2,VG,GD,VG,-5.0
M,1.01-1.09,Very Strong,VS2,VG,GD,VG,-3.5
D,1.01-1.09,Very Strong,SI1,VG,GD,VG,-2.5
E,1.01-1.09,Very Strong,SI1,VG,GD,VG,-2.5
F,1.01-1.09,Very Strong,SI1,VG,GD,VG,-2.5
G,1.01-1.09,Very Strong,SI1,VG,GD,VG,-2.0
H,1.01-1.09,Very Strong,SI1,VG,GD,VG,-2.0
I,1.01-1.09,Very Strong,SI1,VG,GD,VG,-3.0
J,1.01-1.09,Very Strong,SI1,VG,GD,VG,-3.0
K,1.01-1.09,Very Strong,SI1,VG,GD,VG,-6.0
L,1.01-1.09,Very Strong,SI1,VG,GD,VG,-3.5
M,1.01-1.09,Very Strong,SI1,VG,GD,VG,-3.0
D,1.01-1.09,Very Strong,SI2,VG,GD,VG,-3.0
E,1.01-1.09,Very Strong,SI2,VG,GD,VG,-2.5
F,1.01-1.09,Very Strong,SI2,VG,GD,VG,-3.0
G,1.01-1.09,Very Strong,SI2,VG,GD,VG,-3.0
H,1.01-1.09,Very Strong,SI2,VG,GD,VG,-2.0
I,1.01-1.09,Very Strong,SI2,VG,GD,VG,-3.0
J,1.01-1.09,Very Strong,SI2,VG,GD,VG,-4.5
K,1.01-1.09,Very Strong,SI2,VG,GD,VG,-5.0
L,1.01-1.09,Very Strong,SI2,VG,GD,VG,-4.5
M,1.01-1.09,Very Strong,SI2,VG,GD,VG,-3.5
D,1.01-1.09,Very Strong,I1,VG,GD,VG,-3.0
E,1.01-1.09,Very Strong,I1,VG,GD,VG,-0.5
F,1.01-1.09,Very Strong,I1,VG,GD,VG,-0.5
G,1.01-1.09,Very Strong,I1,VG,GD,VG,-0.5
H,1.01-1.09,Very Strong,I1,VG,GD,VG,-1.0
I,1.01-1.09,Very Strong,I1,VG,GD,VG,-1.0
J,1.01-1.09,Very Strong,I1,VG,GD,VG,-2.5
K,1.01-1.09,Very Strong,I1,VG,GD,VG,-3.0
L,1.01-1.09,Very Strong,I1,VG,GD,VG,-3.5
M,1.01-1.09,Very Strong,I1,VG,GD,VG,-2.5
D,1.50-1.69,Very Strong,IF,VG,GD,VG,-3.0
E,1.50-1.69,Very Strong,IF,VG,GD,VG,-3.0
F,1.50-1.69,Very Strong,IF,VG,GD,VG,-4.5
G,1.50-1.69,Very Strong,IF,VG,GD,VG,-3.5
H,1.50-1.69,Very Strong,IF,VG,GD,VG,-3.5
I,1.50-1.69,Very Strong,IF,VG,GD,VG,-3.5
J,1.50-1.69,Very Strong,IF,VG,GD,VG,-3.0
K,1.50-1.69,Very Strong,IF,VG,GD,VG,-2.0
L,1.50-1.69,Very Strong,IF,VG,GD,VG,-4.5
M,1.50-1.69,Very Strong,IF,VG,GD,VG,-4.0
D,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.5
E,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.0
F,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.5
G,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.5
H,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-4.5
I,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.5
J,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.0
K,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.0
L,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-4.5
M,1.50-1.69,Very Strong,VVS1,VG,GD,VG,-3.5
D,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-3.0
E,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-3.0
F,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-3.0
G,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-4.0
H,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-5.0
I,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-4.5
J,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-4.0
K,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-2.5
L,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-5.0
M,1.50-1.69,Very Strong,VVS2,VG,GD,VG,-3.5
D,1.50-1.69,Very Strong,VS1,VG,GD,VG,-3.0
E,1.50-1.69,Very Strong,VS1,VG,GD,VG,-3.0
F,1.50-1.69,Very Strong,VS1,VG,GD,VG,-3.5
G,1.50-1.69,Very Strong,VS1,VG,GD,VG,-4.0
H,1.50-1.69,Very Strong,VS1,VG,GD,VG,-5.0
I,1.50-1.69,Very Strong,VS1,VG,GD,VG,-5.0
J,1.50-1.69,Very Strong,VS1,VG,GD,VG,-4.5
K,1.50-1.69,Very Strong,VS1,VG,GD,VG,-3.0
L,1.50-1.69,Very Strong,VS1,VG,GD,VG,-5.0
M,1.50-1.69,Very Strong,VS1,VG,GD,VG,-3.5
D,1.50-1.69,Very Strong,VS2,VG,GD,VG,-3.0
E,1.50-1.69,Very Strong,VS2,VG,GD,VG,-3.0
F,1.50-1.69,Very Strong,VS2,VG,GD,VG,-3.5
G,1.50-1.69,Very Strong,VS2,VG,GD,VG,-5.5
H,1.50-1.69,Very Strong,VS2,VG,GD,VG,-5.0
I,1.50-1.69,Very Strong,VS2,VG,GD,VG,-5.0
J,1.50-1.69,Very Strong,VS2,VG,GD,VG,-4.0
K,1.50-1.69,Very Strong,VS2,VG,GD,VG,-4.0
L,1.50-1.69,Very Strong,VS2,VG,GD,VG,-5.5
M,1.50-1.69,Very Strong,VS2,VG,GD,VG,-3.5
D,1.50-1.69,Very Strong,SI1,VG,GD,VG,-3.5
E,1.50-1.69,Very Strong,SI1,VG,GD,VG,-4.0
F,1.50-1.69,Very Strong,SI1,VG,GD,VG,-4.0
G,1.50-1.69,Very Strong,SI1,VG,GD,VG,-4.0
H,1.50-1.69,Very Strong,SI1,VG,GD,VG,-4.5
I,1.50-1.69,Very Strong,SI1,VG,GD,VG,-4.0
J,1.50-1.69,Very Strong,SI1,VG,GD,VG,-3.0
K,1.50-1.69,Very Strong,SI1,VG,GD,VG,-5.0
L,1.50-1.69,Very Strong,SI1,VG,GD,VG,-5.5
M,1.50-1.69,Very Strong,SI1,VG,GD,VG,-3.5
D,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.0
E,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.5
F,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.0
G,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.0
H,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.5
I,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.5
J,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.0
K,1.50-1.69,Very Strong,SI2,VG,GD,VG,-4.5
L,1.50-1.69,Very Strong,SI2,VG,GD,VG,-4.5
M,1.50-1.69,Very Strong,SI2,VG,GD,VG,-3.5
D,1.50-1.69,Very Strong,I1,VG,GD,VG,-4.0
